gene_idx,U,pval,mean_late,mean_control,log1p_diff,n_late,n_control,gene,pval_adj,significant
2462,38755173.5,8.341675695914776e-36,0.15748382214732212,0.22641193427253475,-0.06892811212521263,15298,5509,Stxbp6,2.91001059034782e-35,False
1036,39673305.5,9.045286716805905e-36,0.07140610951641514,0.1412723320207902,-0.06986622250437506,15298,5509,Rasa4,3.151447028084605e-35,False
2117,38371738.5,9.727060866587119e-36,0.2516664613140975,0.37653558228552947,-0.12486912097143199,15298,5509,Mgat4b,3.3846706704981896e-35,True
1991,39422363.5,1.0799751505410976e-35,0.09289389849142189,0.15342819957135562,-0.060534301079933725,15298,5509,Rab27a,3.753153795082468e-35,False
2067,38839760.0,1.7146019487509356e-35,0.18961631937405832,0.2942978293181455,-0.1046815099440872,15298,5509,Gm47135,5.951061332276407e-35,True
2383,38311322.5,1.775938523815731e-35,0.28092361626406986,0.41299320851283755,-0.1320695922487677,15298,5509,Ube2ql1,6.156136708030448e-35,True
837,44715739.5,2.0435815184292862e-35,0.24469843374716943,0.11309956802151018,0.13159886572565926,15298,5509,C1qc,7.074930953043161e-35,True
439,44100498.0,2.1567075549240848e-35,0.06440523995343621,0.020916910909336783,0.043488329044099425,15298,5509,Timp1,7.457136741741304e-35,False
738,40898225.0,2.2404919552696205e-35,0.012355172067047341,0.041574184520758305,-0.029219012453710964,15298,5509,Gm12454,7.737052396038398e-35,False
2411,37555692.0,2.2953690380340843e-35,0.7617698755546947,0.9541254566606284,-0.19235558110593376,15298,5509,Pik3r1,7.914736359964494e-35,True
2360,37476440.0,2.2977333344832937e-35,1.0732783803979502,1.2707576959234494,-0.19747931552549924,15298,5509,Card19,7.914736359964494e-35,True
1917,39077745.5,2.5597535852965897e-35,0.13282635113452043,0.2175308386274555,-0.08470448749293508,15298,5509,Pknox2,8.806196296586381e-35,False
836,44891445.0,3.109747318770558e-35,0.29564961299191317,0.14952543099423712,0.14612418199767604,15298,5509,C1qb,1.0684873011102356e-34,True
292,38501568.5,4.11220044153425e-35,0.21829207780559742,0.3184057095882965,-0.10011363178269908,15298,5509,Osbpl6,1.4111503397234847e-34,True
2350,37580042.0,4.3273775198388585e-35,0.7825130811968896,1.1149834366606362,-0.3324703554637466,15298,5509,Ly86,1.4831300146314884e-34,True
2387,39054788.0,4.664834833987712e-35,0.1295971295775873,0.21364775238530279,-0.0840506228077155,15298,5509,Mctp1,1.5967863918593732e-34,False
1531,38392747.5,5.675510941576804e-35,0.26266298711991914,0.37153096165460037,-0.10886797453468122,15298,5509,Sobp,1.9403153031515696e-34,True
2885,39671283.5,6.110619071926237e-35,0.07455918302537351,0.13420575120867284,-0.05964656818329933,15298,5509,Pdgfrb,2.086459820439233e-34,False
2703,38226173.5,6.740787207843152e-35,0.3107310941308566,0.43025367209991217,-0.11952257796905558,15298,5509,Bbx,2.29875972736297e-34,True
649,37744542.0,7.168625831543032e-35,0.5149664423459597,0.6310467237220221,-0.11608028137606241,15298,5509,Tmem56,2.441617889074744e-34,True
1883,39783400.5,7.380907272806266e-35,0.060967860908037894,0.11465967933978045,-0.05369181843174256,15298,5509,Casp1,2.510793705363823e-34,False
35,38217477.5,7.469071950188192e-35,0.33533316823029863,0.4367896629981743,-0.10145649476787566,15298,5509,Slc39a10,2.5376287930142488e-34,True
2065,39953840.0,7.561128009479884e-35,0.05389608752549833,0.10571558268034614,-0.051819495154847815,15298,5509,Gm47128,2.5657177550778517e-34,False
651,38870818.0,8.959513181623439e-35,0.17710721887264977,0.27267543132086125,-0.09556821244821148,15298,5509,Fnbp1l,3.0364645045526774e-34,False
1190,39951313.0,1.2721885966785935e-34,0.06497244131170395,0.1381592849866607,-0.07318684367495674,15298,5509,Tmem72,4.306232440490041e-34,False
2097,39120186.0,1.3509728240088188e-34,0.19430629952720893,0.3199934992786217,-0.12568719975141276,15298,5509,Hba-a2,4.567256704158368e-34,True
2088,38849910.5,1.4064562813000655e-34,0.15413722439298222,0.2369928987518066,-0.08285567435882438,15298,5509,Vstm2a,4.74896040661195e-34,False
2797,41188847.5,2.096431346913105e-34,0.006420344857821687,0.025090789475482024,-0.018670444617660337,15298,5509,Mymx,7.069962680403628e-34,False
2145,37549175.5,3.65969576613688e-34,1.186124747797193,1.4579835917507342,-0.2718588439535412,15298,5509,Vamp2,1.232668463101523e-33,True
2886,44612927.5,3.994346841755256e-34,0.15597220592588448,0.07160479693353433,0.08436740899235015,15298,5509,Csf1r,1.343731686617543e-33,False
2559,38176974.5,4.013262939544885e-34,0.36017332163184695,0.5241681790647996,-0.16399485743295267,15298,5509,Deptor,1.3484366264932754e-33,True
495,39429772.5,4.679235186081713e-34,0.13032556517926908,0.2542096600239754,-0.1238840948447063,15298,5509,Bex1,1.570270948948894e-33,True
662,39969369.0,6.223204145020955e-34,0.06173578325168723,0.10114952710815876,-0.039413743856471534,15298,5509,Gm42970,2.0858410951755284e-33,False
2494,39213637.0,6.424031231578363e-34,0.11926562427178217,0.190254067041519,-0.07098844276973684,15298,5509,Rps6ka5,2.1505171870706024e-33,False
471,38167013.5,6.836176500434598e-34,0.35392535595137714,0.49297200437846905,-0.1390466484270919,15298,5509,Prkx,2.2856898201330838e-33,True
1018,43878821.5,7.674343852815689e-34,0.05360142519855107,0.01407076233444133,0.03953066286410974,15298,5509,5930412G12Rik,2.562799809212565e-33,False
2179,38117653.0,8.382531335324889e-34,0.39546661564561136,0.5745312399044608,-0.1790646242588494,15298,5509,Lgals9,2.7958808783065327e-33,True
